sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
pop,Papio_papio,Papio,Guinea baboon,"Moremi Game Reserve, Botsowana",Wetland_Grassland_Forest,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ml,none,T,23,12, , , , ,60,17, , ,1.2, , , , , 
sp,Papio_ursinus,Papio,Chacma baboon, ,Shrubland_Desert_Wetland_Forest_Woodland_Rocky_Grassland,1,1,both,4,Diurnal,4, , , , , , ,7, ,53, , , , , , ,16,60, ,both,FFMM,0.883333333,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Kuiseb, Namib desert",Shrubland_Desert_Wetland_Forest,1,1,both,4,Diurnal, , , , , , , , , ,4, , , , , , , ,4,2,none,FFMM,1,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Mkuzi Game Reserve, Zululand, South-Africa",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Wildcliff Nature Reserve, Western Cape, South Africa",Rocky_Forest_Grassland,1,1,both,3,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Honnet Nature Reserve, South Africa",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Okavango Delta, Botsowana",Wetland,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,3,none,FFMM,1,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Moremi Game Reserve, Botsowana",Wetland_Grassland_Forest,1,1,both,3,Diurnal, , , , , , , ,1, ,9, , , , , , , ,10,2,wp,FFMM,0.9,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Tsaobis Leopard Park, Namibia",Rocky_Grassland_Shrubland,1,0,open,3,Diurnal,2, , , , , , ,1, ,4, , , , , , , ,5,2,wp,FFMM,0.8,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Papio,Chacma baboon,"Natal Drakensberg, South Africa",Grassland_Rocky,1,0,open,2,Diurnal,2, , , , , , ,4, ,24, , , , , , , ,28,4,wp,FFMM,0.857142857,groups,one,none,T,25.925,15.525, ,3.954217158,0.95, ,45, ,19,10,3, , , , , 
