sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_all,mean_Female_all,mean_other_all,sd_Male_all,sd_Female_all,sd_other_all,mean_Fruits_all,mean_Seeds_all,mean_Leaves_all,mean_Flowers_all,mean_Animal_all,sd_Fruits_all,sd_Seeds_all,sd_Leaves_all,sd_Flowers_all,sd_Animals_all
sp,Macaca_tonkeana,Tonkean Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,BOTH,12.71,8.135, ,3.097127702,1.223294731, ,74.7, ,6,0.8,10.1, , , , , 
pop,Macaca_tonkeana,Tonkean Macaque,"Lore Lindu National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,12.71,8.135, ,3.097127702,1.223294731, ,74.7, ,6,0.8,10.1, , , , , 
sp,Mandrillus_leucophaeus,Drill, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,wp,FFMM,0.666666667,groups,ff,yes,BOTH,26.4625,10.8,20.375,7.041706114,2.424527445,7.601397898,48.35, ,16, ,49,13.64716088, , , ,29.69848481
pop,Mandrillus_leucophaeus,Drill,"Korup National Park, Nigeria",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,ff,yes,BOTH,26.4625,10.8,20.375,7.041706114,2.424527445,7.601397898,48.35, ,16, ,49,13.64716088, , , ,29.69848481
sp,Mandrillus_sphinx,Mandrill, ,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,1, ,5, , , , , , ,3,6, ,both,FFMM,0.833333333,groups,one,none,AR,28.127,10.43925,23.6,6.509560866,1.648846743, ,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172, ,0.472581563, ,1.530795
pop,Mandrillus_sphinx,Mandrill,"Bakoumba, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,one,none,AR,28.127,10.43925,23.6,6.509560866,1.648846743, ,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172, ,0.472581563, ,1.530795
pop,Mandrillus_sphinx,Mandrill,"Lopé Reserve, Gabon",Forest_Savanna,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,one,none,AR,28.127,10.43925,23.6,6.509560866,1.648846743, ,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172, ,0.472581563, ,1.530795
pop,Mandrillus_sphinx,Mandrill,"Campo, Cameroon",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,3, , , , , , ,1,4,1,wp,FFMM,0.75,groups,one,none,AR,28.127,10.43925,23.6,6.509560866,1.648846743, ,72.96666667,34.4,5.533333333,0.8,5.833333333,22.82681172, ,0.472581563, ,1.530795
sp,Mico_acariensis,Rio Acari Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_argentatus,Silvery Marmoset, ,Forest_Savanna_Wetland,1,1,both,3,Diurnal, , , , , ,4, , , ,1,1,2,1, , , ,1,6, ,wp,MF,0.666666667,groups,one,none,AR,0.339,0.3575,0.35,0.012727922,0.003535534, ,31.97666667, , , ,10.11333333,12.67830562, , , ,6.975796251
pop,Mico_argentatus,Silvery Marmoset,"Alter Do Chao, Brazil",Forest_Savanna_Wetland,1,1,both,3,Diurnal, , , , , ,4, , , ,1,1,2,1, , , , ,6,1,wp,MF,0.666666667,groups,one,none,AR,0.339,0.3575,0.35,0.012727922,0.003535534, ,31.97666667, , , ,10.11333333,12.67830562, , , ,6.975796251
sp,Mico_chrysoleucos,Golden-White Tassel-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_emiliae,Snethlage's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_humeralifer,Santarém Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_intermedius,Rio Aripuanã Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_leucippe,Golden-white Bare-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_marcai,Marca's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_mauesi,Maués Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_melanurus,Black-tailed Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_nigriceps,Black-headed Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_rondoni,Rondon's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_saterei,Sateré Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_arnholdi,Arnhold's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_berthae,Madame Berthe's Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,0.0315,0.0365,0.0301,0.00212132,0.004949747,0.000141421, , , , , , , , , , 
sp,Microcebus_bongolavensis,Bongolava Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_danfossi,Danfoss' Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_gerpi,Gerp's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_jollyae,Jolly's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_lehilahytsara,Goodman's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_macarthurii,MacArthur's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_mamiratra,Claire's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_margotmarshae,Margot Marsh's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_marohita,Marohita Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_mittermeieri,Mittemeir's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_murinus,Gray Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,4,5,4, , , , , ,2, , , , , ,2,4, ,wp,solitary,1,solitary,one,none,AR,0.0609,0.0672,0.05895,0.002969848, ,0.001484924,5.7, , , ,21.3, , , , , 
pop,Microcebus_murinus,Gray Mouse Lemur,"Forest reserve of Ankarafantsika, Northwestern Madagascar",Forest,0,1,closed,1,Nocturnal, , ,4,5,4, , , , , ,2, , , , , , ,4,2,wp,solitary,1,solitary,one,none,AR,0.0609,0.0672,0.05895,0.002969848, ,0.001484924,5.7, , , ,21.3, , , , , 
sp,Microcebus_myoxinus,Pygmy Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_ravelobensis,Golden Brown Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,8,7,7,2, , ,2,1,1,1,1, , , ,2,13, ,wp,solitary,0.538461538,solitary,one,none,AR,0.0537,0.060365,0.05584,0.002828427,0.002877925,0.004091797,6, , , ,30, , , , , 
pop,Microcebus_ravelobensis,Golden Brown Mouse Lemur,"Forest reserve of Ankarafantsika, Northwestern Madagascar",Forest,0,1,closed,1,Nocturnal, , ,8,7,7,2, , ,2,1,1,1,1, , , , ,13,2,wp,solitary,0.538461538,solitary,one,none,AR,0.0537,0.060365,0.05584,0.002828427,0.002877925,0.004091797,6, , , ,30, , , , , 
sp,Microcebus_rufus,Rufous Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_sambiranensis,Sambirano Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_simmonsi,Simmons' Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_tavaratra,Tavaratra Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Miopithecus_ogouensis,Northern Talapoin Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Miopithecus_talapoin,Southern Talapoin Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,2,3, ,wp,FFMM,1,groups,ff,none,BOTH,1.315,0.9475,1.25,0.091923882,0.24395184, , , , , , , , , , , 
pop,Miopithecus_talapoin,Southern Talapoin Monkey,"Ntsi-Belong, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,1.315,0.9475,1.25,0.091923882,0.24395184, , , , , , , , , , , 
pop,Miopithecus_talapoin,Southern Talapoin Monkey,"Mbalmayo Forest Reserve, Cameroon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,ff,none,BOTH,1.315,0.9475,1.25,0.091923882,0.24395184, , , , , , , , , , , 
sp,Mirza_coquereli,Coquerel's Giant Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,22,19,19, , , , , , , , , , , ,1,19, ,none,solitary,1,solitary,one,none,AR,0.3104,0.3125,0.31,0.009050967,0.019091883, , , , , , , , , , , 
pop,Mirza_coquereli,Coquerel's Giant Mouse Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal, , ,22,19,19, , , , , , , , , , , , ,19,1,none,solitary,1,solitary,one,none,AR,0.3104,0.3125,0.31,0.009050967,0.019091883, , , , , , , , , , , 
sp,Mirza_zaza,Northern giant Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nasalis_larvatus,Proboscis Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal,3, , , , , , ,46, ,6, , , , , , ,8,52, ,both,MFF,0.884615385,groups,both,yes,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Samunsam Wildlife Sanctuary, Sarawak",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,6, , , , , , , , , ,6,1,none,MFF,1,groups,ff,yes,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Tanjung Puting National Park, Indonesia",Wetland,0,1,closed,1,Diurnal, , , , , , , ,10, , , , , , , , , ,10,1,none,MFF,1,groups,one,none,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Lower Kinabatangan Region, Borneo",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Labuk Bay Sanctuary, Sabah, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,yes,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Kinabatangan River, Sabah, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,10, ,3, , , , , , , ,13,4,wp,MFF,0.769230769,groups,one,yes,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
pop,Nasalis_larvatus,Proboscis Monkey,"Gunung Palung National Park, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,17, ,3, , , , , , , ,20,1,wp,MFF,0.85,groups,both,yes,AR,19.59,9.9826,15.75,2.377751038,0.59665216, ,37,18.66666667,54.96666667,5.033333333,1.333333333,20.8468223,16.80277755,15.725881,3.521836642,0.577350269
sp,Nomascus_concolor,Western Black Crested Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,11, , , , , , , , ,4,11, ,none,MFF,1,groups,one,none,AR,7.77,7.62,7.745, , ,0.077781746,23.66666667, ,30,7,14,2.020725942, ,4.330127019, , 
pop,Nomascus_concolor,Western Black Crested Gibbon,"Dazhaizi, Yunnan, China",Forest,0,1,closed,1,Diurnal, , , , , , , ,11, , , , , , , , , ,11,4,none,MFF,1,groups,one,none,AR,7.77,7.62,7.745, , ,0.077781746,23.66666667, ,30,7,14,2.020725942, ,4.330127019, , 
sp,Nomascus_gabriellae,Southern Yellow-Cheeked Crested Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,15,2,2, , , , , , , , ,2,19, ,wp,MF,0.789473684,groups,one,none,AR, ,5.233, , , , ,47.40666667, ,41.51333333,11.08, ,29.61229531, ,27.72435993,1.88793538, 
pop,Nomascus_gabriellae,Southern Yellow-Cheeked Crested Gibbon,"Cat Tien national Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , ,15,2,2, , , , , , , , , ,19,2,wp,MF,0.789473684,groups,one,none,AR, ,5.233, , , , ,47.40666667, ,41.51333333,11.08, ,29.61229531, ,27.72435993,1.88793538, 
sp,Nomascus_hainanus,Hainan Crested-Gibbon, ,Forest,0,1,closed,1,Diurnal,6, , , , ,2, ,7, , , , , , , , ,3,9, ,wp,MFF,0.777777778,groups,one,yes,AR,6.61,6.56333, , , , ,73.15, ,20.4,2.3,2.15,11.80868325, ,11.87939392,2.404163056,2.61629509
pop,Nomascus_hainanus,Hainan Crested-Gibbon,"Bawangling National Nature Reserve, China",Forest,0,1,closed,1,Diurnal,6, , , , ,2, ,7, , , , , , , , , ,9,3,wp,MFF,0.777777778,groups,one,yes,AR,6.61,6.56333, , , , ,73.15, ,20.4,2.3,2.15,11.80868325, ,11.87939392,2.404163056,2.61629509
sp,Nomascus_leucogenys,Northern White-Cheeked Crested Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nomascus_nasutus,Eastern Black Crested Gibbon/Cao Vit Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,4, , , , , , , , ,1,5, ,wp,MFF,0.8,groups, ,none,AR, , , , , , ,86.6, ,4.7, ,0.5, , , , , 
pop,Nomascus_nasutus,Eastern Black Crested Gibbon/Cao Vit Gibbon,"Bangliang Nature Reserve, Guangxi, China",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,4, , , , , , , , , ,5,1,wp,MFF,0.8,groups,one,none,AR, , , , , , ,86.6, ,4.7, ,0.5, , , , , 
sp,Nomascus_siki,Southern White-Cheeked Crested Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_bengalensis,Sody's Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_coucang,Sunda Slow Loris, ,Forest,0,1,closed,1,Nocturnal, , ,5,5,5,4, , , , ,1, , , , , ,1,9, ,wp,solitary,0.555555556,solitary,one,none,AR,0.708,0.6315,0.6693,0.041012193,0.007778175,0.027294322,22.5, , , ,2.5, , , , , 
pop,Nycticebus_coucang,Sunda Slow Loris,"Perak, Malaysia",Forest,0,1,closed,1,Nocturnal, , ,5,5,5,4, , , , ,1, , , , , , ,9,1,wp,solitary,0.555555556,solitary,one,none,AR,0.708,0.6315,0.6693,0.041012193,0.007778175,0.027294322,22.5, , , ,2.5, , , , , 
sp,Nycticebus_javanicus,Javan Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_menagensis,Philippine Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_pygmaeus,Pygmy Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Otolemur_crassicaudatus,Brown Greater Galago, ,Forest,0,1,closed,1,Nocturnal, , ,10,6,6, , , , , , , , , , , ,1,6, ,none,solitary,1,solitary,one,none,AR,1.345,1.18,1.482,0.219203102,0.098994949,0.469518903,21, , , ,5, , , , , 
pop,Otolemur_crassicaudatus,Brown Greater Galago,"Northern Transvaal, South Africa",Forest,0,1,closed,1,Nocturnal, , ,10,6,6, , , , , , , , , , , , ,6,1,none,solitary,1,solitary,one,none,AR,1.345,1.18,1.482,0.219203102,0.098994949,0.469518903,21, , , ,5, , , , , 
sp,Otolemur_garnettii,Northern Greater Galago, ,Forest,0,1,closed,1,Nocturnal, , ,14,11,10,2, , , , , ,1, , , , ,1,12, ,both,solitary,0.833333333,solitary_groups,one,none,AR,0.820666667,0.753333333,0.798,0.026025628,0.045214305,0.053740115,20, , , ,6, , , , , 
pop,Otolemur_garnettii,Northern Greater Galago,"Gedi, Kenya",Forest,0,1,closed,1,Nocturnal, , ,6,7,6, , , , , , ,1, , , , , ,6,1,none,solitary,1,solitary_groups,one,none,AR,0.820666667,0.753333333,0.798,0.026025628,0.045214305,0.053740115,20, , , ,6, , , , , 
pop,Otolemur_garnettii,Northern Greater Galago,"Diani, Kenya",Forest,0,1,closed,1,Nocturnal, , ,8,4,4,2, , , , , , , , , , , ,6,1,wp,solitary,0.666666667,solitary_groups,one,none,AR,0.820666667,0.753333333,0.798,0.026025628,0.045214305,0.053740115,20, , , ,6, , , , , 
sp,Otolemur_monteiri,Silvery Greater Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee, ,Forest_Wetland,0,1,closed,2,Diurnal,,, , , ,,,,,11,,,,, ,,5,11,5,none,FFMM,1,groups,ff,yes,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Wamba, Zaire",Forest_Wetland,0,1,closed,2,Diurnal,, , ,,,,,,,5,,,,,,,,5,1,none,FFMM,1,groups,ff,yes,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Yalosidi, Zaire",Forest_Wetland,0,1,closed,2,Diurnal,6,1, ,,,,,,,1,,,,,,,,1,1,none,FFMM,1,groups,ff,none,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Lomako Forest, Congo",Forest_Wetland,0,1,closed,2,Diurnal,1,1, ,,,,,,,3, , , , , , ,,3,1,none,FFMM,1,groups,ff,none,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Lui Kotale, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,,1,1,none,FFMM,1,groups,ff,none,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Hali-Hali, Congo",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,,1,1,none,FFMM,1,groups,ff,none,BOTH,40.875,32.3, ,3.119161212,1.01324561, ,68.16666667,9,19.5,3.25, ,17.53406209, ,6.285698052,3.889087297, 
sp,Pan_troglodytes,Chimpanzee, ,Artificial_Forest_Grassland_Wetland,1,1,both,2,Diurnal, , ,,,,,,, ,11,,,, , , ,8,11,11,none,FFMM,1,solitary_groups,ff,yes,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , ,, , , , ,, ,2, , , , , , ,,2,2,none,FFMM,1,groups,ff,yes,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Kibale National Park, Uganda",Forest_Wetland,0,1,closed,2,Diurnal, , ,, , , , , , ,2,,,, , , ,,2,2,none,FFMM,1,groups,ff,none,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Kahuzi-Biega National Park, Congo",Forest,0,1,closed,1,Diurnal, , ,, , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,none,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Mahale Mountains, Tanzania",Forest,0,1,closed,1,Diurnal, , ,, , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,yes,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Gombe National Park, Tanzania",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,2,,,, , , , ,2,2,none,FFMM,1,groups,ff,none,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Bossou, Guinea",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , ,, ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,yes,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Budongo Forest, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,none,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
pop,Pan_troglodytes,Chimpanzee,"Gashaka-Gumti National Park, Nigeria",Forest,0,1,closed,1,Diurnal, , ,,,,, ,, ,1,,,, , , , ,1,1,none,FFMM,1,solitary_groups,ff,none,BOTH,50.558,41.54,53.7,9.831674323,8.001124921, ,66.11428571,3.55,14.22,3.1,1.8,11.19157847,4.87903679,5.321372004,3.315116891, 
sp,Papio_anubis,Olive baboon, ,Forest_Grassland_Rocky_Savanna_Wetland_Woodland,1,1,both,3,Diurnal, , , , , , , ,2, ,18, , , , , , ,15,20, ,wp,FFMM,0.9,groups,ff,none,BOTH,23.8375,12.82, ,2.558441909,0.83042158, ,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346
pop,Papio_anubis,Olive baboon,"Laikipia Plateau, Kenya",Grassland_Rocky_Woodland,1,1,both,3,Diurnal, , , , , , , , , ,5, , , , , , , ,5,4,none,FFMM,1,groups,one,none,BOTH,23.8375,12.82, ,2.558441909,0.83042158, ,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346
pop,Papio_anubis,Olive baboon,"Awash National Park, Ethiopia",Forest_Savanna,1,1,both,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,23.8375,12.82, ,2.558441909,0.83042158, ,29.26666667,9.233333333,22.41666667,16.625,5.25,16.41787644,4.675824348,16.30465169,11.62880762,5.678908346
