"","sp.pop","Genus_species","Genus","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Rowe","mean_Female_Rowe","mean_other_Rowe","sd_Male_Rowe","sd_Female_Rowe","sd_other_Rowe","mean_Fruits_rowe","mean_Seeds_rowe","mean_Leaves_rowe","mean_Flowers_rowe","mean_Animal_rowe","sd_Fruits_rowe","sd_Seeds_rowe","sd_Leaves_rowe","sd_Flowers_rowe","sd_Animals_rowe","IVSO_prop","IVSOint","superfamily"
"81","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Barro Colorado Island, Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"82","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Parque de Fauna y Floral Silvestre Tropica,l Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"83","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Punta Laguna Lake, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,13,5,"none","FFMM","FFMM",0.923076923,"groups","ff","yes","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0.076923077,1,"Ceboidea"
"84","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Runaway Creek Natural Reserve Belize","Wetland_Forest_Grassland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,"none","FFMM","FFMM",1,"groups","one","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"85","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Santa Rosa, Costa Rica","Forest_Grassland_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"86","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Tikal National Park Panama","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0.5,2,"Ceboidea"
"87","pop","Ateles_geoffroyi","Ateles","Central American Spider Monkey","Yakatan, Mexico","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",8.14125,7.2675,7.704,0.253849529,0.460864044,NA,67.084,NA,15.404,10.876,2,10.52792857,NA,4.159697104,9.638769631,0.141421356,0,0,"Ceboidea"
"88","sp","Ateles_hybridus","Ateles","Variegated Spider Monkey"," ","Forest_Artificial_Grassland_Wetland_Savanna",1,1,"both",5,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,3,4,NA,"wp","FFMM","FFMM",0.75,"groups","one","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,NA,NA,NA,NA,NA,0.25,1,"Ceboidea"
"89","pop","Ateles_hybridus","Ateles","Variegated Spider Monkey","Hacienda San Juan del Carare, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"none","FFMM","FFMM",0.666666667,"groups","one","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,NA,NA,NA,NA,NA,0.333333333,0,"Ceboidea"
"90","pop","Ateles_hybridus","Ateles","Variegated Spider Monkey","Hacienda El Pajuil, Colombia","Forest_Artificial_Grassland_Wetland_Savanna",1,1,"both",5,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","FFMM","FFMM",1,"groups","ff","none","AR",8.25,9,NA,NA,NA,NA,94,NA,5,1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"91","sp","Ateles_marginatus","Ateles","White-Whiskered Spider Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",10.4,5.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"92","pop","Ateles_marginatus","Ateles","White-Whiskered Spider Monkey","Tapajo National Forest, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",10.4,5.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"96","sp","Avahi_laniger","Avahi","Eastern Wooly Lemur"," "," ",0,0,"",1,"Nocturnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,"none","MF","MF",1,"solitary_groups","one","none","AR",1.153,1.2535,NA,0.066468037,0.075660426,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"97","pop","Avahi_laniger","Avahi","Eastern Wooly Lemur","Sainte Luce, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"solitary_groups","one","none","AR",1.153,1.2535,NA,0.066468037,0.075660426,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"98","sp","Avahi_meridionalis","Avahi","Southern Wooly Lemur"," "," ",0,0,"",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","MF","MF",1,"unknown","one","none","AR",1.0375,1.125,NA,0.088388348,0.106066017,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"99","pop","Avahi_meridionalis","Avahi","Southern Wooly Lemur","Sainte Luce, Madagarcar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"unknown","one","none","AR",1.0375,1.125,NA,0.088388348,0.106066017,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"101","sp","Avahi_occidentalis","Avahi","Western Wooly Lemur"," "," ",0,0,"",1,"Nocturnal",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,"none","MF","MF",1,"unknown","one","none","AR",0.814,0.777,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"102","pop","Avahi_occidentalis","Avahi","Western Wooly Lemur","Northwestern, Madagascar","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"none","MF","MF",1,"unknown","one","none","AR",0.814,0.777,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"106","sp","Brachyteles_arachnoides","Brachyteles","Southern Muriqui"," ","Forest",0,1,"closed",1,"Diurnal",40,32,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,"none","FFMM","FFMM",1,"groups","ff","none","AR",10.2,8.5,NA,NA,NA,NA,59.1,NA,66.2,4.1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"107","pop","Brachyteles_arachnoides","Brachyteles","Southern Muriqui","Fazenda Montes Carlos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",10.2,8.5,NA,NA,NA,NA,59.1,NA,66.2,4.1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"108","pop","Brachyteles_arachnoides","Brachyteles","Southern Muriqui","Parque Estadual Carlos Bothelo, Brazil","Forest",0,1,"closed",1,"Diurnal",40,32,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,2,"none","FFMM","FFMM",1,"groups","ff","none","AR",10.2,8.5,NA,NA,NA,NA,59.1,NA,66.2,4.1,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"109","sp","Brachyteles_hypoxanthus","Brachyteles","Northern Muriqui"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,4,NA,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.5,8.125,NA,0.141421356,0.38890873,NA,27.8,5,44.53333333,14.56666667,NA,8.066597796,NA,19.23157127,12.24595171,NA,0,0,"Ceboidea"
"110","pop","Brachyteles_hypoxanthus","Brachyteles","Northern Muriqui","RPPN- FMA, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,6,"none","FFMM","FFMM",1,"groups","ff","none","AR",9.5,8.125,NA,0.141421356,0.38890873,NA,27.8,5,44.53333333,14.56666667,NA,8.066597796,NA,19.23157127,12.24595171,NA,0,0,"Ceboidea"
"111","sp","Cacajao_calvus","Cacajao","Red Uakari Monkey / Bald Uakari"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups"," ","none","AR",3.35,2.765,NA,0.141421356,0.16263456,NA,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918,NA,NA,0,0,"Ceboidea"
"112","pop","Cacajao_calvus","Cacajao","Red Uakari Monkey","Lago Preto Conservation Concession, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","ff","none","AR",3.35,2.765,NA,0.141421356,0.16263456,NA,35.8,55,2.495,3.72,5.2,16.04119696,10.81665383,1.138441918,NA,NA,0,0,"Ceboidea"
"114","sp","Cacajao_melanocephalus","Cacajao","Golden Backed Uakari"," ","Forest",0,1,"closed",1,"Diurnal",18,4,NA,NA,NA,20,NA,3,15,86,1,17,1,NA,NA,NA,2,125,NA,"both","FFMM","FFMM",0.688,"groups"," ","none","AR",3.58,2.7285,NA,0.593969696,0.040305087,NA,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562,NA,2.61629509,0.565685425,0.312,39,"Ceboidea"
"115","pop","Cacajao_melanocephalus","Cacajao","Golden Backed Uakari","Jau National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",18,4,NA,NA,NA,20,NA,3,15,86,1,17,1,NA,NA,NA,NA,125,1,"wp","FFMM","FFMM",0.688,"groups","ff","none","AR",3.58,2.7285,NA,0.593969696,0.040305087,NA,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562,NA,2.61629509,0.565685425,0.312,39,"Ceboidea"
"116","pop","Cacajao_melanocephalus","Cacajao","Golden Backed Uakari","Pico da Neblina National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.58,2.7285,NA,0.593969696,0.040305087,NA,19.5,63,14.7,5.15,1.6,10.60660172,1.414213562,NA,2.61629509,0.565685425,0,0,"Ceboidea"
"119","sp","Callicebus_coimbrai","Callicebus","Coimbra-Filho's Titi Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"none","MF","MF",1,"groups"," ","none","AR",NA,1.19,NA,NA,0.035355339,NA,61,10,22,4,3,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"120","pop","Callicebus_coimbrai","Callicebus","Coimbra-Filho's Titi Monkey","Fazenda Trapsa, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,1.19,NA,NA,0.035355339,NA,61,10,22,4,3,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"122","sp","Callicebus_melanochir","Callicebus","Southern Bahian Titi Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"none","MF","MF",1,"groups"," ","none","AR",NA,1.37,NA,NA,NA,NA,56.75,24.15,15.65,NA,NA,2.899137803,3.181980515,2.192031022,NA,NA,0,0,"Ceboidea"
"123","pop","Callicebus_melanochir","Callicebus","Southern Bahian Titi Monkey","Lemos Maia Experimental Station, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",NA,1.37,NA,NA,NA,NA,56.75,24.15,15.65,NA,NA,2.899137803,3.181980515,2.192031022,NA,NA,0,0,"Ceboidea"
"124","sp","Callicebus_nigrifrons","Callicebus","Black-fronted Titi Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","MF","MF",1,"groups","one","none","AR",1.35,1.3,NA,NA,NA,NA,58.5,NA,19,17.5,2,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"125","pop","Callicebus_nigrifrons","Callicebus","Black-fronted Titi Monkey","Nature Reserve of Serra do Caraca, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",1.35,1.3,NA,NA,NA,NA,58.5,NA,19,17.5,2,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"126","sp","Callicebus_personatus","Callicebus","Masked Titi Monkey"," ","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"none","MF","MF",1,"groups"," ","none","AR",1.31,1.339,NA,0.056568542,0.055154329,NA,68.285,NA,18.13,11.6,NA,17.98172545,NA,0.183847763,14.99066376,NA,0,0,"Ceboidea"
"127","pop","Callicebus_personatus","Callicebus","Masked Titi Monkey","Lemos Maia Experimental station, Brazil","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",1.31,1.339,NA,0.056568542,0.055154329,NA,68.285,NA,18.13,11.6,NA,17.98172545,NA,0.183847763,14.99066376,NA,0,0,"Ceboidea"
"128","pop","Callicebus_personatus","Callicebus","Masked Titi Monkey","Linhares Forest Reserve, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",1.31,1.339,NA,0.056568542,0.055154329,NA,68.285,NA,18.13,11.6,NA,17.98172545,NA,0.183847763,14.99066376,NA,0,0,"Ceboidea"
"129","sp","Callimico_goeldii","Callimico","Goeldi's Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,1,NA,NA,NA,3,NA,2,2,3,NA,NA,NA,NA,NA,NA,3,10,NA,"both","MF","FFMM",0.3,"groups","one","none","AR",0.412,0.471333333,NA,0.065053824,0.100957087,NA,27,NA,NA,NA,34,5.656854249,NA,NA,NA,NA,0.7,7,"Ceboidea"
"130","pop","Callimico_goeldii","Callimico","Goeldi's Monkey","Pando Department, Bolivia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,1,NA,NA,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","MF","MF",0.428571429,"groups","one","none","AR",0.412,0.471333333,NA,0.065053824,0.100957087,NA,27,NA,NA,NA,34,5.656854249,NA,NA,NA,NA,0.571428571,3,"Ceboidea"
"131","pop","Callimico_goeldii","Callimico","Goeldi's Monkey","Rio Tahuamanu, Peru","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.412,0.471333333,NA,0.065053824,0.100957087,NA,27,NA,NA,NA,34,5.656854249,NA,NA,NA,NA,0.5,1,"Ceboidea"
"132","pop","Callimico_goeldii","Callimico","Goeldi's Monkey","Mucden, Bolivia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",0.412,0.471333333,NA,0.065053824,0.100957087,NA,27,NA,NA,NA,34,5.656854249,NA,NA,NA,NA,0,0,"Ceboidea"
"133","sp","Callithrix_aurita","Callithrix","Buffy-tufted-ear Marmoset"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,"bp","MF_MFF","FFMM",0.333333333,"groups","one","yes","AR",0.453,0.431,0.44,NA,NA,NA,19.835,NA,NA,NA,34.08,12.49457682,NA,NA,NA,6.250823946,0.666666667,2,"Ceboidea"
"134","pop","Callithrix_aurita","Callithrix","Buffy-tufted-ear Marmoset","Cunha Nucleus Mar State Park, Brazil","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","yes","AR",0.453,0.431,0.44,NA,NA,NA,19.835,NA,NA,NA,34.08,12.49457682,NA,NA,NA,6.250823946,0.5,1,"Ceboidea"
"135","pop","Callithrix_aurita","Callithrix","Buffy-tufted-ear Marmoset","Fazenda Lagoa, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",0.453,0.431,0.44,NA,NA,NA,19.835,NA,NA,NA,34.08,12.49457682,NA,NA,NA,6.250823946,0,0,"Ceboidea"
"136","sp","Callithrix_flaviceps","Callithrix","Buffy-headed Marmoset"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,4,NA,"bp","FFMM","FFMM",0.75,"groups","one","yes","AR",0.385,0.44665,NA,0.06363961,0.023546656,NA,9.65,4.04,NA,NA,19.89,NA,NA,NA,NA,NA,0.25,1,"Ceboidea"
"137","pop","Callithrix_flaviceps","Callithrix","Buffy-headed Marmoset","Augusto Ruschi Biological Reserve, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.385,0.44665,NA,0.06363961,0.023546656,NA,9.65,4.04,NA,NA,19.89,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"138","pop","Callithrix_flaviceps","Callithrix","Buffy-headed Marmoset","Fazenda Montes Carlos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","yes","AR",0.385,0.44665,NA,0.06363961,0.023546656,NA,9.65,4.04,NA,NA,19.89,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"140","sp","Callithrix_jacchus","Callithrix","Common Marmoset"," ","Forest_Artificial_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,4,NA,4,6,18,NA,NA,NA,NA,NA,NA,8,32,NA,"both","FFMM","FFMM",0.5625,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.4375,14,"Ceboidea"
"141","pop","Callithrix_jacchus","Callithrix","Common Marmoset","Camaragibe Pernambuco, Brazil","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.5,1,"Ceboidea"
"142","pop","Callithrix_jacchus","Callithrix","Common Marmoset","Dois Irmfios Forest, Brazil","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.875,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.125,1,"Ceboidea"
"143","pop","Callithrix_jacchus","Callithrix","Common Marmoset","Ecological station of Tapacura, Brazil","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,NA,NA,NA,NA,10,2,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.5,5,"Ceboidea"
"144","pop","Callithrix_jacchus","Callithrix","Common Marmoset","EFLEX-IBAMA, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.2,0,"Ceboidea"
"145","pop","Callithrix_jacchus","Callithrix","Common Marmoset","Baracuhy Biological Station, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,7,2,"wp","MF","MF",0.571428571,"groups","one","none","AR",0.33645,0.331,NA,0.026233662,0.012727922,NA,29.935,NA,8.81,5.76,14.06,9.807571055,NA,NA,NA,7.155920626,0.428571429,3,"Ceboidea"
"147","sp","Callithrix_penicillata","Callithrix","Black-tufted-ear Marmoset"," ","Forest_Savanna_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,"bp","MFF","MFF",0.666666667,"groups","one","none","AR",0.344,0.307,NA,NA,NA,NA,24.5,NA,NA,NA,26.5,12.02081528,NA,NA,NA,3.535533906,0.333333333,0,"Ceboidea"
"148","pop","Callithrix_penicillata","Callithrix","Black-tufted-ear Marmoset","Bauru, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MFF","MFF",1,"groups","one","none","AR",0.344,0.307,NA,NA,NA,NA,24.5,NA,NA,NA,26.5,12.02081528,NA,NA,NA,3.535533906,0,0,"Ceboidea"
"149","pop","Callithrix_penicillata","Callithrix","Black-tufted-ear Marmoset","Brazilian Botanical Garden, Brazil","Forest_Savanna_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.344,0.307,NA,NA,NA,NA,24.5,NA,NA,NA,26.5,12.02081528,NA,NA,NA,3.535533906,0,0,"Ceboidea"
"151","sp","Cebus_albifrons","Cebus","Ecuadorian White-fronted Capuchin"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,2,NA,9,NA,NA,NA,NA,NA,NA,1,12,NA,"both","FFMM","FFMM",0.75,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,3,"Ceboidea"
"152","pop","Cebus_albifrons","Cebus","Ecuadorian White-fronted Capuchin","Cerro Blanco Protected Forest, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"153","pop","Cebus_albifrons","Cebus","Ecuadorian White-fronted Capuchin","Hacienda Paraiso, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.6,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Ceboidea"
"154","pop","Cebus_albifrons","Cebus","Ecuadorian White-fronted Capuchin","Jauneche, Ecuator","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
