"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"303","pop","Eulemur_collaris","Red-collared Brown Lemur","Madena, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FMM","FMM",0.666666667,"groups","one","none","AR",2.07,2.217,2.18,NA,NA,NA,78.5,NA,4.4,14,3.3,NA,NA,NA,NA,NA,0.333333333,0,"Lemuroidea"
"305","sp","Eulemur_flavifrons","Blue-eyed Black Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,6,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",1.920333333,2.073333333,1.84,0.3820999,0.277908858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"306","pop","Eulemur_flavifrons","Blue-eyed Black Lemur","Ankarafa Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,"none","FFMM","FFMM",1,"groups","one","none","AR",1.920333333,2.073333333,1.84,0.3820999,0.277908858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"307","sp","Eulemur_fulvus","Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",1.9085,1.9625,1.84,0.058689863,0.265165043,0.296984848,46.65,NA,48.11,3.415,NA,31.18340905,NA,31.83394729,0.16263456,NA,0,0,"Lemuroidea"
"308","pop","Eulemur_fulvus","Brown Lemur","Berenty, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,"none","FFMM","FFMM",1,"groups","one","none","AR",1.9085,1.9625,1.84,0.058689863,0.265165043,0.296984848,46.65,NA,48.11,3.415,NA,31.18340905,NA,31.83394729,0.16263456,NA,0,0,"Lemuroidea"
"309","sp","Eulemur_macaco","Black Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.303333333,2.27275,2.063333333,0.320334591,0.344257275,0.293995465,71.15,1.2,18.3,4.4,0.88,9.687362902,NA,7.919595949,0.565685425,NA,0.2,0,"Lemuroidea"
"310","pop","Eulemur_macaco","Black Lemur","Ampasikely, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.303333333,2.27275,2.063333333,0.320334591,0.344257275,0.293995465,71.15,1.2,18.3,4.4,0.88,9.687362902,NA,7.919595949,0.565685425,NA,0.2,0,"Lemuroidea"
"311","sp","Eulemur_mongoz","Mongoose Lemur"," ","Forest",0,1,"closed",1,"Cathemeral_Diurnal_Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","MF","MF",1,"groups","one","none","AR",1.285333333,1.4116,1.375,0.220695869,0.183501499,0.148492424,60.83333333,3,25.5,3,2,1.607275127,NA,10.11187421,1.414213562,NA,0,0,"Lemuroidea"
"312","pop","Eulemur_mongoz","Mongoose Lemur","Anjamena, Madagascar","Forest",0,1,"closed",1,"Cathemeral_Diurnal_Nocturnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",1.285333333,1.4116,1.375,0.220695869,0.183501499,0.148492424,60.83333333,3,25.5,3,2,1.607275127,NA,10.11187421,1.414213562,NA,0,0,"Lemuroidea"
"313","sp","Eulemur_rubriventer","Red-bellied Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,39,NA,5,3,NA,NA,NA,NA,NA,NA,NA,3,47,NA,"wp","MF","MF",0.829787234,"groups","one","none","AR",2.067,1.96,1.98,NA,NA,NA,79.5,0.04,8.766666667,3.975,NA,14.72243186,NA,3.262029021,5.197234842,NA,0.170212766,8,"Lemuroidea"
"314","pop","Eulemur_rubriventer","Red-bellied Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,39,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,47,3,"wp","MF","MF",0.829787234,"groups","one","none","AR",2.067,1.96,1.98,NA,NA,NA,79.5,0.04,8.766666667,3.975,NA,14.72243186,NA,3.262029021,5.197234842,NA,0.170212766,8,"Lemuroidea"
"315","sp","Eulemur_rufifrons","Red-fronted Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,2,8,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",2.178,2.251,2.15,NA,NA,NA,59.25,NA,29.35,9.45,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"316","pop","Eulemur_rufifrons","Red-fronted Brown Lemur","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,2,"none","FFMM","FFMM",1,"groups","one","none","AR",2.178,2.251,2.15,NA,NA,NA,59.25,NA,29.35,9.45,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"317","sp","Eulemur_rufus","Rufous Brown Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,30,NA,NA,NA,NA,NA,NA,3,32,NA,"none","FFMM","FFMM",0.9375,"groups","one","none","AR",2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667,NA,44.71666667,3.1,NA,21.1095555,NA,23.89729762,1.272792206,NA,0.0625,2,"Lemuroidea"
"318","pop","Eulemur_rufus","Rufous Brown Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667,NA,44.71666667,3.1,NA,21.1095555,NA,23.89729762,1.272792206,NA,0,0,"Lemuroidea"
"319","pop","Eulemur_rufus","Rufous Brown Lemur","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,NA,2,24,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.923076923,"groups","one","none","AR",2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667,NA,44.71666667,3.1,NA,21.1095555,NA,23.89729762,1.272792206,NA,0.076923077,2,"Lemuroidea"
"334","sp","Galagoides_zanzibaricus","Kenya Coast Dwarf Galago"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,4,NA,1,1,NA,NA,NA,NA,NA,1,9,NA,"wp","MF","MFF",0.444444444,"solitary"," ","none","AR",0.15,0.137,0.14,NA,NA,NA,6.5,NA,NA,NA,47.5,2.121320344,NA,NA,NA,6.363961031,0.555555556,5,"Lorisoidea"
"335","pop","Galagoides_zanzibaricus","Kenya Coast Dwarf Galago","Gedi Ruins National Monument, Monbasa","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,4,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,9,1,"wp","MF","MFF",0.444444444,"solitary"," ","none","AR",0.15,0.137,0.14,NA,NA,NA,6.5,NA,NA,NA,47.5,2.121320344,NA,NA,NA,6.363961031,0.555555556,5,"Lorisoidea"
"336","sp","Gorilla_beringei","Mountain Gorilla"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,2,NA,NA,NA,NA,11,4,33,NA,7,NA,NA,NA,NA,11,48,NA,"both","FFMM","FFMM",0.6875,"groups","ff","yes","BOTH",161.25,81.83333333,NA,1.767766953,23.3470198,NA,10.7,NA,42.7,0.405,0.1,7.071067812,NA,35.07249635,0.431335137,NA,0.3125,15,"Hominoidea"
"337","pop","Gorilla_beringei","Mountain Gorilla","Mount Visoke, Parc des Volcans, Central Africa","Forest",0,1,"closed",1,"Diurnal",NA,NA,2,NA,NA,NA,NA,8,4,26,NA,7,NA,NA,NA,NA,NA,38,9,"wp","FFMM","FFMM",0.684210526,"groups","ff","yes","BOTH",161.25,81.83333333,NA,1.767766953,23.3470198,NA,10.7,NA,42.7,0.405,0.1,7.071067812,NA,35.07249635,0.431335137,NA,0.315789474,12,"Hominoidea"
"338","pop","Gorilla_beringei","Mountain Gorilla","Bwindi Impenetrable National Park, Uganda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,NA,NA,NA,NA,NA,NA,10,3,"wp","FFMM","FFMM",0.7,"groups","ff","yes","BOTH",161.25,81.83333333,NA,1.767766953,23.3470198,NA,10.7,NA,42.7,0.405,0.1,7.071067812,NA,35.07249635,0.431335137,NA,0.3,3,"Hominoidea"
"339","sp","Gorilla_gorilla","Western Lowland Gorilla"," ","Forest_Grassland_Wetland",1,1,"both",2,"Diurnal",NA,NA,12,NA,NA,8,NA,61,4,17,4,5,1,1,NA,NA,13,92,NA,"both","MFF","MFF",0.663043478,"groups","ff","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.336956522,31,"Hominoidea"
"340","pop","Gorilla_gorilla","Western Lowland Gorilla","Kahuzi-Biega National Park, Congo","Forest",0,1,"closed",1,"Diurnal",NA,NA,1,NA,NA,NA,NA,13,NA,4,3,NA,NA,1,NA,NA,NA,18,1,"wp","MFF","MFF",0.722222222,"groups","ff","yes","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.277777778,5,"Hominoidea"
"341","pop","Gorilla_gorilla","Western Lowland Gorilla","Bai Hoku, Central Africa","Forest",0,1,"closed",1,"Diurnal",NA,NA,2,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,4,5,"wp","MFF","MFF",0.5,"groups","one","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Hominoidea"
"342","pop","Gorilla_gorilla","Western Lowland Gorilla","Mbeli Bai, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,7,NA,NA,1,NA,15,3,2,NA,1,NA,NA,NA,NA,NA,21,2,"wp","MFF","MFF",0.714285714,"groups","one","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.285714286,6,"Hominoidea"
"343","pop","Gorilla_gorilla","Western Lowland Gorilla","Odzala National Park, Congo","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,2,NA,NA,6,NA,30,NA,6,NA,3,NA,NA,NA,NA,NA,42,2,"wp","MFF","MFF",0.714285714,"groups","one","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.285714286,12,"Hominoidea"
"344","pop","Gorilla_gorilla","Western Lowland Gorilla","Batéké Plateau, Congo","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.5,"groups","one","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Hominoidea"
"345","pop","Gorilla_gorilla","Western Lowland Gorilla","Batéké Plateau, Gabon","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","BOTH",161.1466667,71.5,NA,19.26573469,NA,NA,14.7,NA,2,NA,NA,NA,NA,NA,NA,NA,0.333333333,0,"Hominoidea"
"346","sp","Hapalemur_alaotrensis","Lac Alaotra Gentle Lemur"," ","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,11,NA,4,4,4,NA,NA,NA,NA,NA,NA,2,23,NA,"wp","MF","MF",0.4782608,"groups","one","none","AR",NA,NA,1.239,NA,NA,NA,NA,2.1,48.3,0.1,NA,NA,NA,NA,NA,NA,0.5217392,12,"Lemuroidea"
"347","pop","Hapalemur_alaotrensis","Lac Alaotra Gentle Lemur","Lake Alaotra, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,11,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,23,2,"wp","MF","MF",0.4782608,"groups","one","none","AR",NA,NA,1.239,NA,NA,NA,NA,2.1,48.3,0.1,NA,NA,NA,NA,NA,NA,0.5217392,12,"Lemuroidea"
"348","sp","Hapalemur_aureus","Golden Bamboo Lemur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,"none","MF","MF",1,"groups","one","none","AR",1.517,1.3725,1.496666667,0.004242641,0.024748737,0.072341781,4,NA,91,1,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"349","pop","Hapalemur_aureus","Golden Bamboo Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MF","MF",1,"groups","one","none","AR",1.517,1.3725,1.496666667,0.004242641,0.024748737,0.072341781,4,NA,91,1,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"350","sp","Hapalemur_griseus","Gray Bamboo Lemur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,"none","MFF","MFF",1,"groups","one","none","AR",0.882833333,0.829466667,0.823333333,0.122415617,0.138241287,0.120554275,5,NA,92,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"351","pop","Hapalemur_griseus","Gray Bamboo Lemur","Ranomafana, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"none","MFF","MFF",1,"groups","one","none","AR",0.882833333,0.829466667,0.823333333,0.122415617,0.138241287,0.120554275,5,NA,92,NA,NA,NA,NA,NA,NA,NA,0,0,"Lemuroidea"
"352","sp","Hapalemur_meridionalis","Southern Bamboo Lemur"," ","Forest",0,1,"closed",1,"Cathemeral_Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,1,4,NA,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",1.06875,1.075,0.961,NA,NA,0.156977705,18.58,NA,43.03,12.78,NA,NA,NA,NA,NA,NA,0.5,2,"Lemuroidea"
"353","pop","Hapalemur_meridionalis","Southern Bamboo Lemur","Madena Littoral Forest, Madagascar","Forest",0,1,"closed",1,"Cathemeral_Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.5,"groups","one","none","AR",1.06875,1.075,0.961,NA,NA,0.156977705,18.58,NA,43.03,12.78,NA,NA,NA,NA,NA,NA,0.5,2,"Lemuroidea"
"355","sp","Hoolock_hoolock","Western Hoolock Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",3,1,NA,NA,NA,53,NA,1,1,6,NA,NA,NA,NA,NA,NA,6,61,NA,"wp","MF","MF",0.868852459,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0.131147541,8,"Hominoidea"
"356","pop","Hoolock_hoolock","Western Hoolock Gibbon","Chunati, Bengladesh","Forest",0,1,"closed",1,"Diurnal",2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"none","MF","MF",1,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"357","pop","Hoolock_hoolock","Western Hoolock Gibbon","Assam, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"none","MF","MF",1,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"358","pop","Hoolock_hoolock","Western Hoolock Gibbon","Lawashara, Bengladesh","Forest",0,1,"closed",1,"Diurnal",NA,1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,"none","MF","MF",1,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"359","pop","Hoolock_hoolock","Western Hoolock Gibbon","West Garo Hills, India","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,25,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,31,1,"wp","MF","MF",0.806451613,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0.193548387,5,"Hominoidea"
"360","pop","Hoolock_hoolock","Western Hoolock Gibbon","North-Eastern India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"wp","MF","MF",0.833333333,"groups","one","none","AR",6.885,6.49,6.88,0.021213203,0.551543289,NA,62,2,27,4,NA,NA,NA,NA,NA,NA,0.166666667,2,"Hominoidea"
"361","sp","Hoolock_leuconedys","Eastern Hoolock Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,2,NA,NA,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,"both","MF","MF",0.818181818,"groups","one","none","AR",NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818182,2,"Hominoidea"
"362","pop","Hoolock_leuconedys","Eastern Hoolock Gibbon","Nankang Nature Park, China","Forest",0,1,"closed",1,"Diurnal",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","none","AR",NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"363","pop","Hoolock_leuconedys","Eastern Hoolock Gibbon","Yunnan, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,"wp","MF","MF",0.777777778,"groups","one","none","AR",NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,1,"Hominoidea"
"365","sp","Hylobates_agilis","Agile Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",4,2,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,NA,"none","MF","MF",1,"groups","one","none","AR",6.255,6.35,6,0.770746391,0.070710678,NA,55.5,NA,31.5,11.5,2,3.535533906,NA,10.60660172,12.02081528,1.414213562,0,0,"Hominoidea"
"366","pop","Hylobates_agilis","Agile Gibbon","Gunung Palung Reserve, Indonesia","Forest",0,1,"closed",1,"Diurnal",4,2,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,"none","MF","MF",1,"groups","one","none","AR",6.255,6.35,6,0.770746391,0.070710678,NA,55.5,NA,31.5,11.5,2,3.535533906,NA,10.60660172,12.02081528,1.414213562,0,0,"Hominoidea"
"367","pop","Hylobates_agilis","Agile Gibbon","Padang, Sumatra, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",6.255,6.35,6,0.770746391,0.070710678,NA,55.5,NA,31.5,11.5,2,3.535533906,NA,10.60660172,12.02081528,1.414213562,0,0,"Hominoidea"
"368","sp","Hylobates_albibarbis","Bornean White-Bearded Gibbon"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,"none","MF","MF",1,"groups","one","none","AR",5.45,6.45,NA,NA,NA,NA,63,NA,25,5,1,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"369","pop","Hylobates_albibarbis","Bornean White-Bearded Gibbon","Kalamitan, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MF","MF",1,"groups","one","none","AR",5.45,6.45,NA,NA,NA,NA,63,NA,25,5,1,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"370","sp","Hylobates_muelleri","East Bornean Gray Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"none","MF","MF",1,"groups","one","yes","AR",5.63,5.37,5.5,NA,NA,NA,57.5,NA,23.8,12.1,0.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"371","pop","Hylobates_muelleri","East Bornean Gray Gibbon","Sabah, Borneo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","yes","AR",5.63,5.37,5.5,NA,NA,NA,57.5,NA,23.8,12.1,0.8,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"372","sp","Hylobates_klossii","Kloss's Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,"none","MF","MF",1,"groups","one","yes","AR",5.67,5.92,5.8,NA,NA,NA,72,NA,2,NA,25,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"373","pop","Hylobates_klossii","Kloss's Gibbon","Siberut Island, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,"none","MF","MF",1,"groups","one","yes","AR",5.67,5.92,5.8,NA,NA,NA,72,NA,2,NA,25,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"374","sp","Hylobates_lar","Lar Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,38,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,8,45,NA,"both","MF","MF",0.911111111,"groups","one","yes","AR",5.81,5.33,5.62,0.155563492,0.042426407,0.028284271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.088888889,4,"Hominoidea"
"375","pop","Hylobates_lar","Lar Gibbon","Ketembe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","MF","MF",1,"groups","one","yes","AR",5.81,5.33,5.62,0.155563492,0.042426407,0.028284271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"376","pop","Hylobates_lar","Lar Gibbon","Khao Yai National Park, Thailand","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,35,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,42,6,"wp","MF","MF",0.833333333,"groups","one","yes","AR",5.81,5.33,5.62,0.155563492,0.042426407,0.028284271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,7,"Hominoidea"
"377","pop","Hylobates_lar","Lar Gibbon","Huai Kha Khaeng Wildlife Sanctuary, Thailand","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",5.81,5.33,5.62,0.155563492,0.042426407,0.028284271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Hominoidea"
"378","sp","Hylobates_moloch","Moloch/Silvery Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,5,NA,"wp","MF","MF",0.8,"groups","one","none","AR",6.58,6.25,NA,NA,NA,NA,62,NA,31,6.5,NA,1.414213562,NA,9.899494937,7.778174593,NA,0.2,0,"Hominoidea"
"379","pop","Hylobates_moloch","Moloch/Silvery Gibbon","Gunung Halimun Salak National Park, Java, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"wp","MF","MF",0.8,"groups","one","none","AR",6.58,6.25,NA,NA,NA,NA,62,NA,31,6.5,NA,1.414213562,NA,9.899494937,7.778174593,NA,0.2,0,"Hominoidea"
"380","sp","Hylobates_muelleri","Müller's Gibbon"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"none","MF","MF",1,"groups","one","none","AR",5.983333333,5.673333333,5.35,0.720023148,0.630581742,NA,59.16666667,4.5,32.6,9.55,1.4,2.466441431,NA,9.114823092,3.606244584,0.848528137,0,0,"Hominoidea"
"381","pop","Hylobates_muelleri","Müller's Gibbon","Kutai Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","AR",5.983333333,5.673333333,5.35,0.720023148,0.630581742,NA,59.16666667,4.5,32.6,9.55,1.4,2.466441431,NA,9.114823092,3.606244584,0.848528137,0,0,"Hominoidea"
