rowid,dataset,rep,primateMRCA,model,DG,DP,G,P,S,tree
1600,8,100,62,fitSYM,0,0,0.6885419156068312,0.31145596802439596,2.1163687728512605e-6,Olivier et al
1601,9,1,51,fitSYM,0.165145433989428,2.2000502212250972e-4,0.032558612817457644,0.8020759481709918,0,Kuderna et al
1602,9,1,62,fitSYM,0.31372003375705076,0.2664641465968053,0.09623104647805013,0.3235847731680938,0,Olivier et al
1603,9,2,51,fitSYM,0.3069098678633805,2.311332334756189e-4,0.04372404933718059,0.6491349495659633,0,Kuderna et al
1604,9,2,62,fitSYM,0.2838086107361764,0.23963023384551965,0.08267948388417994,0.3938816715341239,0,Olivier et al
1605,9,3,51,fitSYM,0.1264682428575285,2.2169034845735328e-4,0.0843058499750934,0.7890042168189207,0,Kuderna et al
1606,9,3,62,fitSYM,0.2951636245352558,0.24613765714634786,0.09500533801491041,0.3636933803034859,0,Olivier et al
1607,9,4,51,fitSYM,0.20004950488694406,2.3382197863483793e-4,0.03674626250024027,0.7629704106341809,0,Kuderna et al
1608,9,4,62,fitSYM,0.3058716371455357,0.26155014849291364,0.08708663870369025,0.3454915756578605,0,Olivier et al
1609,9,5,51,fitSYM,0.5352648447228913,2.3191215571373102e-5,0.46469936681553764,1.2597245999817466e-5,0,Kuderna et al
1610,9,5,62,fitSYM,0.30383705509262976,0.2543661521955921,0.08786846264252526,0.35392833006925295,0,Olivier et al
1611,9,6,51,fitSYM,0.1495740946908652,2.2113317023803307e-4,0.05463278848439722,0.7955719836544995,0,Kuderna et al
1612,9,6,62,fitSYM,0.3339227655440148,0.285842716725921,0.09912913549207739,0.28110538223798687,0,Olivier et al
1613,9,7,51,fitSYM,0.16369418834765093,2.665710311809654e-4,0.07430021575445878,0.7617390248667094,0,Kuderna et al
1614,9,7,62,fitSYM,0.33300270667934984,0.29028148171788265,0.0972703066913125,0.279445504911455,0,Olivier et al
1615,9,8,51,fitSYM,0.139300292250053,2.1245025343880975e-4,0.06086455713535054,0.7996227003611577,0,Kuderna et al
1616,9,8,62,fitSYM,0.30766065318320474,0.2597527004312215,0.08188359341977866,0.350703052965795,0,Olivier et al
1617,9,9,51,fitSYM,0.17680955127585576,2.6142963208639953e-4,0.047432501046852094,0.7754965180452058,0,Kuderna et al
1618,9,9,62,fitSYM,0.3266223569793646,0.28223999639791614,0.09046690685425796,0.3006707397684613,0,Olivier et al
1619,9,10,51,fitSYM,0.17680954997661844,2.614294283454967e-4,0.04743251055544447,0.7754965100395915,0,Kuderna et al
1620,9,10,62,fitSYM,0.30858242488915655,0.259851564965618,0.08545873101753163,0.34610727912769385,0,Olivier et al
1621,9,11,51,fitSYM,0.15135032544667917,2.552175258506145e-4,0.08420661733970487,0.7641878396877653,0,Kuderna et al
1622,9,11,62,fitSYM,0.3128848099434525,0.2644253585699761,0.0793692629783762,0.34332056850819526,0,Olivier et al
1623,9,12,51,fitSYM,0.1264682429234334,2.2169034711483874e-4,0.08430585007877404,0.7890042166506778,0,Kuderna et al
1624,9,12,62,fitSYM,0.29473343933796203,0.24989333853946064,0.09539743648344196,0.3599757856391355,0,Olivier et al
1625,9,13,51,fitSYM,0.1495740947482203,2.2113316839697422e-4,0.0546327886210343,0.7955719834623485,0,Kuderna et al
1626,9,13,62,fitSYM,0.32403038401979395,0.2764645518955183,0.06875282940237566,0.330752234682312,0,Olivier et al
1627,9,14,51,fitSYM,0.2230244768738952,2.2196809937685932e-4,0.027849098477739587,0.7489044565489884,0,Kuderna et al
1628,9,14,62,fitSYM,0.29263354428916943,0.2466614439992335,0.09298975559053918,0.3677152561210579,0,Olivier et al
1629,9,15,51,fitSYM,0.2411815215503004,2.589652711282274e-4,0.03960246796273035,0.7189570452158411,0,Kuderna et al
1630,9,15,62,fitSYM,0.3206534994558086,0.278786166551441,0.0941734306428714,0.30638690334987895,0,Olivier et al
1631,9,16,51,fitSYM,0.17680954896294168,2.6142922484025577e-4,0.047432519634123635,0.7754965021780944,0,Kuderna et al
1632,9,16,62,fitSYM,0.31284198837127714,0.2653849081329958,0.08150680170793297,0.34026630178779405,0,Olivier et al
1633,9,17,51,fitSYM,0.12646824360829798,2.2169033207309534e-4,0.08430585098833056,0.7890042150712984,0,Kuderna et al
1634,9,17,62,fitSYM,0.3081087063942623,0.2548956221830025,0.08261492451723314,0.35438074690550214,0,Olivier et al
1635,9,18,51,fitSYM,0.16514543382509814,2.2000502220421344e-4,0.032558612768452615,0.802075948384245,0,Kuderna et al
1636,9,18,62,fitSYM,0.2844761327651016,0.24047717346518074,0.0831332372620787,0.39191345650763904,0,Olivier et al
1637,9,19,51,fitSYM,0.1513503312946888,2.552174554799967e-4,0.08420663027878238,0.7641878209710488,0,Kuderna et al
1638,9,19,62,fitSYM,0.3074248447988642,0.2603091534340681,0.08254898999159133,0.34971701177547637,0,Olivier et al
1639,9,20,51,fitSYM,0.5352648449035284,2.3191215577702742e-5,0.46469936663484823,1.2597246045723746e-5,0,Kuderna et al
1640,9,20,62,fitSYM,0.2842697443004793,0.23982438821575797,0.08209656051225295,0.3938093069715099,0,Olivier et al
1641,9,21,51,fitSYM,0.17680954863214357,0.00026142913631878323,0.04743252341878767,0.77549649881275,0,Kuderna et al
1642,9,21,62,fitSYM,0.36805826477975284,0.3165188367628427,0.06952957494234951,0.24589332351505494,0,Olivier et al
1643,9,22,51,fitSYM,0.16369419076890582,2.66570992871174e-4,0.07430021510118535,0.7617390231370378,0,Kuderna et al
1644,9,22,62,fitSYM,0.29318710893671746,0.2460407187300148,0.07696058551023983,0.3838115868230279,0,Olivier et al
1645,9,23,51,fitSYM,0.1768095485019139,2.6142909963432844e-4,0.04743252497625634,0.7754964974221954,0,Kuderna et al
1646,9,23,62,fitSYM,0.31241796956697687,0.26651926406460746,0.09776957025033597,0.3232931961180798,0,Olivier et al
1647,9,24,51,fitSYM,0.22302724418483533,2.2195885029534725e-4,0.027848878281422025,0.7489019186834472,0,Kuderna et al
1648,9,24,62,fitSYM,0.3455028446443526,0.29887940616026487,0.10493967137998653,0.25067807781539614,0,Olivier et al
1649,9,25,51,fitSYM,0.13930029216814577,2.124502545923654e-4,0.06086455712790659,0.7996227004493552,0,Kuderna et al
1650,9,25,62,fitSYM,0.3234212654449447,0.27853231258119043,0.08971459932470044,0.30833182264916453,0,Olivier et al
1651,9,26,51,fitSYM,0.12646824283301938,2.2169034913588164e-4,0.08430584995948322,0.7890042168583615,0,Kuderna et al
1652,9,26,62,fitSYM,0.30800692596265106,0.2599064758486029,0.08244080813623701,0.3496457900525091,0,Olivier et al
1653,9,27,51,fitSYM,0.18708965240805517,2.4487825159548454e-4,0.056151164138025796,0.7565143052023235,0,Kuderna et al
1654,9,27,62,fitSYM,0.2966488423205307,0.24757309146568918,0.09647805320480751,0.35930001300897263,0,Olivier et al
1655,9,28,51,fitSYM,0.12646824331979822,2.2169033828285607e-4,0.08430585061345754,0.7890042157284614,0,Kuderna et al
1656,9,28,62,fitSYM,0.31968460331772786,0.27109776668315233,0.0934100369844714,0.3158075930146485,0,Olivier et al
1657,9,29,51,fitSYM,0.5352648451353452,2.3191215532467882e-5,0.46469936640304454,1.2597246077677608e-5,0,Kuderna et al
1658,9,29,62,fitSYM,0.3665266626243749,0.31845421182006045,0.07164994086949975,0.243369184686065,0,Olivier et al
1659,9,30,51,fitSYM,0.5352648448264118,2.319121559674224e-5,0.4646993667119542,1.2597246037152706e-5,0,Kuderna et al
1660,9,30,62,fitSYM,0.3183727109456999,0.2739240884711237,0.09224328327274864,0.3154599173104278,0,Olivier et al
1661,9,31,51,fitSYM,0.16514543429036627,2.200050215908716e-4,0.03255861289021001,0.8020759477978329,0,Kuderna et al
1662,9,31,62,fitSYM,0.27809065499151314,0.23265267609784476,0.08886143931875379,0.4003952295918883,0,Olivier et al
1663,9,32,51,fitSYM,0.1264682430278774,2.2169034441583805e-4,0.08430585026038064,0.7890042163673262,0,Kuderna et al
1664,9,32,62,fitSYM,0.33226106645534054,0.28266868241747645,0.07909110692778143,0.3059791441994016,0,Olivier et al
1665,9,33,51,fitSYM,0.22302489731549338,2.2196794666754963e-4,0.027849388562554925,0.7489037461752841,0,Kuderna et al
1666,9,33,62,fitSYM,0.3039054031901529,0.26008269878952245,0.08724122550149521,0.3487706725188295,0,Olivier et al
1667,9,34,51,fitSYM,0.1393002921422676,2.1245025541579159e-4,0.06086455720576267,0.7996227003965539,0,Kuderna et al
1668,9,34,62,fitSYM,0.31408892273176026,0.26595517936399693,0.08106825465617379,0.33888764324806897,0,Olivier et al
1669,9,35,51,fitSYM,0.13930029223011567,2.1245025348099733e-4,0.06086455711959143,0.7996227003968119,0,Kuderna et al
1670,9,35,62,fitSYM,0.32678404473493267,0.2825978440973359,0.0904248266811703,0.3001932844865612,0,Olivier et al
1671,9,36,51,fitSYM,0.12646824299411025,2.216903456473864e-4,0.08430585014878599,0.7890042165114565,0,Kuderna et al
1672,9,36,62,fitSYM,0.28302789526172006,0.23775340181822402,0.08214921526874902,0.39706948765130684,0,Olivier et al
1673,9,37,51,fitSYM,0.2159611871789233,2.7642632344588924e-4,0.051296394455935715,0.7324659920416952,0,Kuderna et al
1674,9,37,62,fitSYM,0.3185318848314965,0.2744996182404944,0.09366870512079735,0.3132997918072118,0,Olivier et al
1675,9,38,51,fitSYM,0.5352648450283581,2.319121556494556e-5,0.46469936651000815,1.2597246068775385e-5,0,Kuderna et al
1676,9,38,62,fitSYM,0.3021103584395134,0.25788531422999955,0.08719355756575631,0.3528107697647307,0,Olivier et al
1677,9,39,51,fitSYM,0.16369418764879268,2.6657104118549453e-4,0.07430021590067559,0.7617390254093462,0,Kuderna et al
1678,9,39,62,fitSYM,0.31916815105164653,0.27547211160875135,0.09350555598347353,0.3118541813561285,0,Olivier et al
1679,9,40,51,fitSYM,0.535264845045532,2.3191215550767643e-5,0.46469936649285165,1.2597246065720466e-5,0,Kuderna et al
1680,9,40,62,fitSYM,0.2934479159158322,0.24759286664073715,0.09346739828976772,0.365491819153663,0,Olivier et al
1681,9,41,51,fitSYM,0.16369417633488662,2.6657329095297003e-4,0.07430002989793082,0.7617392204762296,0,Kuderna et al
1682,9,41,62,fitSYM,0.37234054986526016,0.32472133910564294,0.07760853606426808,0.22532957496482878,0,Olivier et al
1683,9,42,51,fitSYM,0.13930029227686702,2.1245025342204107e-4,0.06086455718191007,0.7996227002878009,0,Kuderna et al
1684,9,42,62,fitSYM,0.3288405314760005,0.28112585603645396,0.08575811529652995,0.3042754971910156,0,Olivier et al
1685,9,43,51,fitSYM,0.24118023233186828,2.589962862701306e-4,0.0396040089961929,0.7189567623856687,0,Kuderna et al
1686,9,43,62,fitSYM,0.3195543570049012,0.2767551421876327,0.09348929250983502,0.3102012082976309,0,Olivier et al
1687,9,44,51,fitSYM,0.16369417996921648,2.6657124363746053e-4,0.07430019349787434,0.7617390552892718,0,Kuderna et al
1688,9,44,62,fitSYM,0.33786538746916567,0.2956857304380882,0.09716651781399119,0.2692823642787549,0,Olivier et al
1689,9,45,51,fitSYM,0.5352648445930123,2.319121563939739e-5,0.46469936694534486,1.2597246003506745e-5,0,Kuderna et al
1690,9,45,62,fitSYM,0.33118332224233143,0.287865327376588,0.09867077704603734,0.2822805733350433,0,Olivier et al
1691,9,46,51,fitSYM,0.1636941803354093,2.665712296561408e-4,0.07430019541414115,0.7617390530207935,0,Kuderna et al
1692,9,46,62,fitSYM,0.29351965063261537,0.24813262467826122,0.09460040564126922,0.36374731904785423,0,Olivier et al
1693,9,47,51,fitSYM,0.1636941782919239,2.6657324494888185e-4,0.07430003110879393,0.7617392173543334,0,Kuderna et al
1694,9,47,62,fitSYM,0.32835764154647873,0.28081753225063416,0.08673955811038063,0.3040852680925065,0,Olivier et al
1695,9,48,51,fitSYM,0.12646824310618834,2.2169034288375253e-4,0.08430585034104103,0.7890042162098869,0,Kuderna et al
1696,9,48,62,fitSYM,0.30802465840142684,0.2621295560897958,0.08442322742194662,0.34542255808683076,0,Olivier et al
1697,9,49,51,fitSYM,0.5352648450311901,2.3191215587935035e-5,0.4646993665071408,1.2597246081160115e-5,0,Kuderna et al
1698,9,49,62,fitSYM,0.2847908294518104,0.24049182530090665,0.08274325870288292,0.3919740865444001,0,Olivier et al
1699,9,50,51,fitSYM,0.13930029234559618,2.1245025196685522e-4,0.0608645571355099,0.7996227002669271,0,Kuderna et al
1700,9,50,62,fitSYM,0.3121279415494086,0.26459065077458904,0.09632769045952058,0.3269537172164818,0,Olivier et al
1701,9,51,51,fitSYM,0.16369418788054677,2.6657302126207146e-4,0.0743000334777919,0.7617392056203993,0,Kuderna et al
1702,9,51,62,fitSYM,0.32116573976373763,0.2730364360153309,0.09374927941147995,0.3120485448094515,0,Olivier et al
1703,9,52,51,fitSYM,0.16369419246669537,2.6657097010935303e-4,0.07430021371330776,0.7617390228498875,0,Kuderna et al
1704,9,52,62,fitSYM,0.32985002423753274,0.28259414394885823,0.08746156860715854,0.3000942632064505,0,Olivier et al
1705,9,53,51,fitSYM,0.13930029226280305,2.124502538786435e-4,0.06086455722706233,0.7996227002562559,0,Kuderna et al
1706,9,53,62,fitSYM,0.3262528442893,0.27784649733862177,0.10169088139439345,0.2942097769776848,0,Olivier et al
1707,9,54,51,fitSYM,0.13930029232482624,2.124502525427348e-4,0.060864557174552095,0.799622700248079,0,Kuderna et al
1708,9,54,62,fitSYM,0.29941013759923973,0.251424876780061,0.08930334194244097,0.3598616436782583,0,Olivier et al
1709,9,55,51,fitSYM,0.21596293646412576,2.7639379063995714e-4,0.05129661810611695,0.7324640516391173,0,Kuderna et al
1710,9,55,62,fitSYM,0.3261391184512677,0.2831942638624144,0.09248337184049146,0.29818324584582645,0,Olivier et al
1711,9,56,51,fitSYM,0.12646824340031076,2.216903364942782e-4,0.08430585079042029,0.7890042154727747,0,Kuderna et al
1712,9,56,62,fitSYM,0.3139445555402243,0.271566627433988,0.09614100100129183,0.3183478160244958,0,Olivier et al
1713,9,57,51,fitSYM,0.5352648450769574,2.3191215560930497e-5,0.4646993664614034,1.2597246078306198e-5,0,Kuderna et al
1714,9,57,62,fitSYM,0.3220179079220704,0.27479180328289304,0.089241553101498,0.31394873569353854,0,Olivier et al
1715,9,58,51,fitSYM,0.149574094914199,2.211331621655335e-4,0.05463278936040337,0.795571982563232,0,Kuderna et al
1716,9,58,62,fitSYM,0.3362589022833179,0.2916770970421989,0.0775038314434813,0.294560169231002,0,Olivier et al
1717,9,59,51,fitSYM,0.5352648452611947,2.3191215521563136e-5,0.4646993662771817,1.2597246101937296e-5,0,Kuderna et al
1718,9,59,62,fitSYM,0.4102628353187474,0.3264823325933657,0.25932936205892054,0.00392547002896636,0,Olivier et al
1719,9,60,51,fitSYM,0.18708963454368371,2.4487600473881887e-4,0.05615119409516496,0.7565142953564125,0,Kuderna et al
1720,9,60,62,fitSYM,0.32941091651976706,0.2824331722303848,0.08759379409423117,0.3005621171556171,0,Olivier et al
1721,9,61,51,fitSYM,0.1264682424502544,2.216903576949316e-4,0.08430584941212584,0.7890042177799248,0,Kuderna et al
1722,9,61,62,fitSYM,0.32491328671943986,0.28069081900541043,0.0910353094148888,0.3033605848602609,0,Olivier et al
1723,9,62,51,fitSYM,0.1768095496701964,2.614293685193895e-4,0.04743251323302019,0.7754965077282641,0,Kuderna et al
1724,9,62,62,fitSYM,0.2982690634891911,0.25400996571137097,0.08816878978668186,0.3595521810127561,0,Olivier et al
1725,9,63,51,fitSYM,0.20004950427922832,2.3382209905127967e-4,0.03674626247064957,0.7629704111510708,0,Kuderna et al
1726,9,63,62,fitSYM,0.318359295147454,0.27448519943882205,0.0930945854527411,0.3140609199609829,0,Olivier et al
1727,9,64,51,fitSYM,0.5352648451523812,2.3191215529332312e-5,0.46469936638600945,1.2597246080126714e-5,0,Kuderna et al
1728,9,64,62,fitSYM,0.31992494908059405,0.27790902106126125,0.0943115678306942,0.3078544620274505,0,Olivier et al
1729,9,65,51,fitSYM,0.1636941817716233,2.665731633016756e-4,0.07430003259636932,0.7617392124687057,0,Kuderna et al
1730,9,65,62,fitSYM,0.30703727306334316,0.26037398764318737,0.08362757412809209,0.34896116516537745,0,Olivier et al
1731,9,66,51,fitSYM,0.5352648451305579,2.3191215541918253e-5,0.46469936640781884,1.2597246081343441e-5,0,Kuderna et al
1732,9,66,62,fitSYM,0.3004628141015449,0.25272186101650923,0.0897147218147078,0.3571006030672381,0,Olivier et al
1733,9,67,51,fitSYM,0.16514543413980165,2.2000502210972e-4,0.03255861285163192,0.8020759479864568,0,Kuderna et al
1734,9,67,62,fitSYM,0.2981019758376801,0.24966883337188708,0.08910655533344415,0.36312263545698875,0,Olivier et al
1735,9,68,51,fitSYM,0.1264682432616793,2.2169033957007993e-4,0.08430585056218758,0.789004215836563,0,Kuderna et al
1736,9,68,62,fitSYM,0.33543575827818634,0.2886069906760596,0.1001071674551272,0.27585008359062696,0,Olivier et al
1737,9,69,51,fitSYM,0.15135032981261373,2.552175944666914e-4,0.0842066233015813,0.7641878292913383,0,Kuderna et al
1738,9,69,62,fitSYM,0.30476872260096094,0.2596692143138295,0.0865126532805581,0.34904940980465143,0,Olivier et al
1739,9,70,51,fitSYM,0.16369419013144376,2.665710018676805e-4,0.07430021556651255,0.761739023300176,0,Kuderna et al
1740,9,70,62,fitSYM,0.35656708393379477,0.30526553359567254,0.07704888841072999,0.26111849405980264,0,Olivier et al
1741,9,71,51,fitSYM,0.1768095492487737,2.6142928636929425e-4,0.047432516916370876,0.7754965045484862,0,Kuderna et al
1742,9,71,62,fitSYM,0.2766555367971185,0.22933244261990085,0.08515134830465426,0.40886067227832634,0,Olivier et al
1743,9,72,51,fitSYM,0.5352648450129954,2.3191215592517192e-5,0.46469936652533317,1.2597246079104068e-5,0,Kuderna et al
1744,9,72,62,fitSYM,0.35282815200133066,0.30650835800188897,0.08021614011579938,0.260447349880981,0,Olivier et al
1745,9,73,51,fitSYM,0.16514543417818286,2.2000502230519809e-4,0.03255861284310738,0.8020759479564046,0,Kuderna et al
1746,9,73,62,fitSYM,0.29259118180163896,0.24845146954167693,0.09582822815336538,0.36312912050331886,0,Olivier et al
1747,9,74,51,fitSYM,0.17680954960605252,2.6142936150194387e-4,0.04743251358732053,0.775496507445125,0,Kuderna et al
1748,9,74,62,fitSYM,0.3035257092530719,0.2535072004747262,0.08711315200127656,0.35585393827092543,0,Olivier et al
1749,9,75,51,fitSYM,0.14957409488044127,2.2113316407338925e-4,0.05463278903656183,0.7955719829189236,0,Kuderna et al
1750,9,75,62,fitSYM,0.3525756277179191,0.306803140716245,0.08080660970680471,0.2598146218590313,0,Olivier et al
1751,9,76,51,fitSYM,0.13930029224242835,2.1245025362042535e-4,0.06086455716040485,0.7996227003435463,0,Kuderna et al
1752,9,76,62,fitSYM,0.29936272345810616,0.25571978714074434,0.08900939869198943,0.3559080907091601,0,Olivier et al
1753,9,77,51,fitSYM,0.14957409545238068,2.2113314417295744e-4,0.0546327910080591,0.7955719803953873,0,Kuderna et al
1754,9,77,62,fitSYM,0.3135264674378882,0.2629958721845742,0.1062378287685363,0.3172398316090012,0,Olivier et al
1755,9,78,51,fitSYM,0.12646824333215895,2.2169033832398788e-4,0.08430585063507513,0.7890042156944419,0,Kuderna et al
1756,9,78,62,fitSYM,0.3283726505772156,0.2804153225754336,0.0867453638024143,0.3044666630449366,0,Olivier et al
1757,9,79,51,fitSYM,0.12646824321160322,2.2169034088926183e-4,0.0843058504702106,0.789004215977297,0,Kuderna et al
1758,9,79,62,fitSYM,0.2983268013190026,0.24896261179365942,0.0897813957595171,0.36292919112782096,0,Olivier et al
1759,9,80,51,fitSYM,0.1264682435678698,2.216903328759447e-4,0.08430585098045819,0.7890042151187961,0,Kuderna et al
1760,9,80,62,fitSYM,0.3334866656779647,0.28615174638844465,0.0998103092689837,0.28055127866460694,0,Olivier et al
1761,9,81,51,fitSYM,0.16369418556371285,2.665730744736795e-4,0.07430003342570482,0.7617392079361087,0,Kuderna et al
1762,9,81,62,fitSYM,0.312900342278359,0.2693613722180767,0.09890992033574005,0.31882836516782426,0,Olivier et al
1763,9,82,51,fitSYM,0.22301959607475902,2.220225909414433e-4,0.02785019639412802,0.7489081849401715,0,Kuderna et al
1764,9,82,62,fitSYM,0.3016455681664062,0.25025165689052054,0.08642403745748085,0.3616787374855924,0,Olivier et al
1765,9,83,51,fitSYM,0.16514543406712623,2.2000502243394343e-4,0.032558612805475125,0.8020759481049647,0,Kuderna et al
1766,9,83,62,fitSYM,0.33012254139623326,0.28585204090575456,0.10301087712407302,0.28101454057393904,0,Olivier et al
1767,9,84,51,fitSYM,0.22302328906472732,2.219861274079529e-4,0.027849323974718263,0.7489054008331465,0,Kuderna et al
1768,9,84,62,fitSYM,0.29789494730822574,0.25114615684805836,0.09052359773064701,0.360435298113069,0,Olivier et al
1769,9,85,51,fitSYM,0.15135032376804525,2.552175699101716e-4,0.0842066190649309,0.7641878395971136,0,Kuderna et al
1770,9,85,62,fitSYM,0.31136403243093913,0.2587619859210657,0.0833939084212491,0.3464800732267462,0,Olivier et al
1771,9,86,51,fitSYM,0.16369418730701793,2.665730342038233e-4,0.07430003367700296,0.7617392059817754,0,Kuderna et al
1772,9,86,62,fitSYM,0.3143140306460761,0.2693550031526988,0.09756971030327397,0.3187612558979512,0,Olivier et al
1773,9,87,51,fitSYM,0.20004951049084763,2.3382201874478232e-4,0.036746263615355546,0.7629704038750521,0,Kuderna et al
1774,9,87,62,fitSYM,0.27769886377500935,0.23056054002223225,0.08578254049567474,0.4059580557070837,0,Olivier et al
1775,9,88,51,fitSYM,0.12646824265603918,2.2169035266152875e-4,0.08430584973958195,0.7890042172517174,0,Kuderna et al
1776,9,88,62,fitSYM,0.3190772173599021,0.27574606464732,0.09398681861618226,0.3111898993765956,0,Olivier et al
1777,9,89,51,fitSYM,0.13930029226781537,2.1245025303807282e-4,0.06086455712311467,0.7996227003560319,0,Kuderna et al
1778,9,89,62,fitSYM,0.33657970763049305,0.2905833355611134,0.07567803203401792,0.2971589247743757,0,Olivier et al
1779,9,90,51,fitSYM,0.15135032452924754,2.552175507145398e-4,0.08420661831160738,0.7641878396084305,0,Kuderna et al
1780,9,90,62,fitSYM,0.30716300918516026,0.2623511229355198,0.09973701538038177,0.3307488524989381,0,Olivier et al
1781,9,91,51,fitSYM,0.5352648452759435,2.3191215543580345e-5,0.4646993662623961,1.259724611658819e-5,0,Kuderna et al
1782,9,91,62,fitSYM,0.33408221597147314,0.2858645016772306,0.09854648838830306,0.28150679396299316,0,Olivier et al
1783,9,92,51,fitSYM,0.17680954920832484,2.6142927583879704e-4,0.04743251737082945,0.7754965041450069,0,Kuderna et al
1784,9,92,62,fitSYM,0.31361652662046224,0.27029419213739175,0.09938428720379121,0.3167049940383548,0,Olivier et al
1785,9,93,51,fitSYM,0.2411814385091701,2.58965421402228e-4,0.03960247718294979,0.7189571188864778,0,Kuderna et al
1786,9,93,62,fitSYM,0.44921934809206476,0.3121362186110723,0.22114449375415032,0.01749993954271272,0,Olivier et al
1787,9,94,51,fitSYM,0.14957409505925898,2.2113315698364872e-4,0.05463278995452568,0.7955719818292316,0,Kuderna et al
1788,9,94,62,fitSYM,0.27807781999587833,0.23172512069983567,0.08719346147045755,0.4030035978338284,0,Olivier et al
1789,9,95,51,fitSYM,0.16369418664159066,2.6657304953615565e-4,0.07430003359651242,0.7617392067123607,0,Kuderna et al
1790,9,95,62,fitSYM,0.3391394406891472,0.2954557941273066,0.09529804061868156,0.2701067245648648,0,Olivier et al
1791,9,96,51,fitSYM,0.15135032881968413,2.5521760441002373e-4,0.0842066235471979,0.7641878300287079,0,Kuderna et al
1792,9,96,62,fitSYM,0.30320306512703293,0.25802488293542886,0.08508556115802489,0.3536864907795134,0,Olivier et al
1793,9,97,51,fitSYM,0.1264682428328243,2.2169034900932364e-4,0.08430584998585901,0.7890042168323074,0,Kuderna et al
1794,9,97,62,fitSYM,0.2840959785858021,0.24000653266785588,0.082856999510998,0.3930404892353441,0,Olivier et al
1795,9,98,51,fitSYM,0.12646824302368354,2.2169034518847177e-4,0.08430585016404385,0.7890042164670841,0,Kuderna et al
1796,9,98,62,fitSYM,0.33936843475104866,0.29573792795489,0.09544921443209965,0.26944442286196174,0,Olivier et al
1797,9,99,51,fitSYM,0.17680954885531078,2.614291944661569e-4,0.04743252092168831,0.7754965010285348,0,Kuderna et al
1798,9,99,62,fitSYM,0.32430668420346837,0.27650858942574086,0.06887242550684701,0.33031230086394386,0,Olivier et al
1799,9,100,51,fitSYM,0.17680954895457857,2.614292200502733e-4,0.04743251982194938,0.7754965020034219,0,Kuderna et al
1800,9,100,62,fitSYM,0.3199181755819173,0.27710556283957855,0.09319143569251921,0.30978482588598494,0,Olivier et al
1801,10,1,54,fitSYM,0.02015087471692042,7.031302566735957e-4,0.5977189415967432,0.3814270534296628,0,Kuderna et al
1802,10,1,62,fitSYM,0.3047106628632721,0.2604541366356642,0.08688937028849661,0.34794583021256714,0,Olivier et al
1803,10,2,54,fitSYM,0.007990470140991246,4.1720528373312285e-4,0.7895318472322219,0.2020604773430538,0,Kuderna et al
1804,10,2,62,fitSYM,0.3390121094806833,0.29574429858542206,0.0965308160027457,0.26871277593114895,0,Olivier et al
1805,10,3,54,fitSYM,0.011810217441122246,5.219949677974601e-4,0.7071803040742568,0.2804874835168236,0,Kuderna et al
1806,10,3,62,fitSYM,0.31722628647615736,0.27430158333287996,0.09476885779141897,0.3137032723995437,0,Olivier et al
1807,10,4,54,fitSYM,0.020151529368461034,7.03133695664392e-4,0.5977085636020077,0.3814367733338669,0,Kuderna et al
1808,10,4,62,fitSYM,0.36913806357906115,0.31761297633378166,0.08127279131473161,0.2319761687724256,0,Olivier et al
1809,10,5,54,fitSYM,0.007990470111792899,4.172053006464976e-4,0.7895318467175961,0.20206047786996453,0,Kuderna et al
1810,10,5,62,fitSYM,0.3147177519347295,0.2696820390853217,0.09720820727150963,0.31839200170843923,0,Olivier et al
1811,10,6,54,fitSYM,0.017280333939305448,5.314044728137752e-4,0.6001519401859151,0.3820363214019656,0,Kuderna et al
1812,10,6,62,fitSYM,0.35156036736635976,0.30662723750380666,0.08201860733391628,0.2597937877959174,0,Olivier et al
1813,10,7,54,fitSYM,0.007990470109709337,4.1720526409895167e-4,0.7895318484584645,0.20206047616772735,0,Kuderna et al
1814,10,7,62,fitSYM,0.35156915566730385,0.29456195045924105,0.06761708600722172,0.28625180786623344,0,Olivier et al
1815,10,8,54,fitSYM,0.007990470044553569,4.172052672799346e-4,0.7895318489041252,0.20206047578404127,0,Kuderna et al
1816,10,8,62,fitSYM,0.34572386033831853,0.29576370488532755,0.0724770177476982,0.28603541702865576,0,Olivier et al
1817,10,9,54,fitSYM,0.007990470100646631,4.172052579172847e-4,0.7895318487763852,0.20206047586505094,0,Kuderna et al
1818,10,9,62,fitSYM,0.3152761965193572,0.26742765000143864,0.08082529781511824,0.33647085566408597,0,Olivier et al
1819,10,10,54,fitSYM,0.009188996538508368,5.234897742196963e-4,0.7972903036732543,0.19299721001401776,0,Kuderna et al
1820,10,10,62,fitSYM,0.3349580433609877,0.2876130116549081,0.09957486370445252,0.2778540812796516,0,Olivier et al
1821,10,11,54,fitSYM,0.011810217440309688,5.219949685172884e-4,0.7071803041172219,0.28048748347395114,0,Kuderna et al
1822,10,11,62,fitSYM,0.283992265100478,0.23999089673602794,0.08286068033121244,0.3931561578322816,0,Olivier et al
1823,10,12,54,fitSYM,0.01693076855983196,5.920852539426484e-4,0.6155478378439402,0.36692930834228527,0,Kuderna et al
1824,10,12,62,fitSYM,0.3039491617261306,0.26125822133695764,0.08844493201995536,0.34634768491695633,0,Olivier et al
